ID_pedido,años_experiencia_colaborador,clasificacion_colaborador,latitud_tienda,longitud_tienda,latitud_entrega,longitud_entrega,fecha_pedido,hora_pedido,hora_retirada,clima,trafico,vehiculo,area,categoria_producto,tiempo_entrega
odhg901040288,17,4.6,12.325461,76.632278,12.395461,76.702278,2022-03-20,17:20:00,17:35:00,,Medio,Scooter,Urbano,,130
odrs801746249,10,4.8,27.165108,78.015053,27.205108,78.055053,2022-02-17,16:25:00,16:40:00,Nublado,Medio,Scooter,Metropolitano,Libros,85
jvfk782417715,17,4.2,11.008638,76.984311,11.118638,77.094311,2022-04-02,18:45:00,18:50:00,,Medio,Scooter,Metropolitano,,160
yrtd794528033,17,4.5,17.450851,78.379347,17.580851,78.509347,2022-03-20,18:25:00,18:40:00,Lluvioso,Medio,Scooter,Metropolitano,,105
tpvo865276177,12,4.8,9.985697,76.281128,10.025697,76.321128,2022-02-11,13:00:00,13:05:00,,Alto,Motocicleta,Metropolitano,,135
umhi353353967,11,4.8,17.430448,78.418213,17.490448,78.478213,2022-03-01,22:15:00,22:30:00,,Bajo,Motocicleta,Metropolitano,,130
ezzh730078300,15,4.6,25.449659,81.839744,25.459659,81.849744,2022-02-13,11:50:00,12:05:00,,Alto,Motocicleta,Urbano,,75
cujo940406042,9,4.9,21.186608,72.794136,21.236608,72.844136,2022-03-19,17:10:00,17:15:00,Tormenta,Medio,,Urbano,Ropa,145
ootb803150222,12,3.8,17.428294,78.404423,17.538294,78.514423,2022-03-10,22:30:00,22:40:00,,Bajo,Scooter,Metropolitano,Ropa,155
obkw948138103,10,4.4,17.410371,78.437225,17.520371,78.547225,2022-03-29,20:00:00,20:05:00,,Congestion,Scooter,Metropolitano,Cosméticos,220
olyk107348099,8,4.9,26.90294,75.793007,26.91294,75.803007,2022-04-03,08:15:00,08:30:00,Soleado,Bajo,Motocicleta,Metropolitano,,95
bsof964526117,10,4.7,26.90294,75.793007,27.03294,75.923007,2022-03-18,21:55:00,22:10:00,,Congestion,Motocicleta,Metropolitano,Libros,210
yjfb824990368,8,4.9,22.761226,75.887522,22.891226,76.017522,2022-03-27,21:25:00,21:40:00,Tormenta,Congestion,Scooter,Metropolitano,,150
wrpn999034929,13,4.7,12.304569,76.643622,12.344569,76.683622,2022-04-05,16:00:00,16:15:00,Nublado,Medio,Motocicleta,Metropolitano,,125
ohro874102602,11,4.5,17.451976,78.385883,17.531976,78.465883,2022-03-02,23:55:00,00:00:00,Soleado,Bajo,Scooter,Urbano,Cosméticos,75
bopp865215985,9,4.7,12.949934,77.699386,13.039934,77.789386,2022-04-06,17:25:00,17:40:00,Nublado,Medio,Motocicleta,Metropolitano,Electrónicos,200
ggqq401687520,17,4.9,11.022477,76.995667,11.082477,77.055667,2022-03-15,20:15:00,20:25:00,Soleado,Congestion,Motocicleta,,Electrónicos,50
hotg543665610,17,4.8,21.175975,72.795503,21.285975,72.905503,2022-03-27,19:35:00,19:40:00,,Congestion,Motocicleta,Metropolitano,,175
mjyx391097761,10,5.0,12.334022,76.618203,12.364022,76.648203,2022-03-28,18:15:00,18:20:00,Nublado,Medio,Scooter,Metropolitano,,75
fsar177763240,15,4.0,21.157729,72.768726,21.177729,72.788726,2022-03-05,09:00:00,09:15:00,,Bajo,Motocicleta,Urbano,Ropa,135
xplk933142209,9,4.7,19.221315,72.862381,19.231315,72.872381,2022-04-05,11:55:00,12:05:00,Lluvioso,Alto,Scooter,Metropolitano,Deportes,155
ycvs703785377,13,4.5,19.065838,72.832658,19.125838,72.892658,2022-03-13,21:10:00,21:20:00,Nublado,Congestion,Motocicleta,Metropolitano,Cosméticos,110
tcoc689144201,7,4.4,12.98041,77.640489,13.00041,77.660489,2022-03-21,09:55:00,10:10:00,Tormenta,Bajo,Motocicleta,Metropolitano,,105
crpa368455296,13,4.4,22.311358,73.164798,22.441358,73.294798,2022-03-27,21:20:00,21:30:00,,Congestion,Motocicleta,Metropolitano,,35
lxho168836131,17,4.8,12.986047,80.218114,13.056047,80.288114,2022-04-04,19:55:00,20:05:00,,Congestion,Motocicleta,Metropolitano,,190
ocyz955264850,11,5.0,21.157729,72.768726,21.217729,72.828726,2022-03-19,19:25:00,19:30:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,235
jyeh264234357,17,4.8,21.186608,72.794136,21.276608,72.884136,2022-04-04,18:25:00,18:40:00,Soleado,Medio,Motocicleta,Metropolitano,,90
keuq806931553,8,3.8,12.284747,76.625861,12.414747,76.755861,2022-04-02,23:20:00,23:30:00,Nublado,Bajo,Scooter,Metropolitano,,160
onlb472941022,7,4.1,18.533811,73.899315,18.583811,73.949315,2022-04-03,23:20:00,23:35:00,Tormenta,Bajo,Motocicleta,Metropolitano,Deportes,100
mulw617454939,9,4.7,23.353783,85.326967,23.403783,85.376967,2022-03-11,18:00:00,18:05:00,Tormenta,Medio,Motocicleta,Urbano,Libros,140
haqb950873997,8,4.4,12.906229,77.596791,12.946229,77.636791,2022-03-05,13:55:00,14:05:00,Tormenta,Alto,Scooter,Metropolitano,Deportes,165
zqzg861952479,15,4.6,22.74806,75.8934,22.81806,75.9634,2022-03-20,23:50:00,23:55:00,,Bajo,Motocicleta,,,125
oszo297730746,9,4.3,19.880256,75.323503,19.950256,75.393503,2022-02-16,20:10:00,20:25:00,,Congestion,,Urbano,Cosméticos,195
njip139855575,17,4.7,26.891191,75.802083,26.951191,75.862083,2022-03-13,23:35:00,23:40:00,,Bajo,Scooter,Urbano,,55
jttw371958217,12,4.8,26.914142,75.805704,26.994142,75.885704,2022-04-04,19:40:00,19:50:00,Tormenta,Congestion,Motocicleta,Metropolitano,Ropa,75
xwmx851096361,15,4.8,18.56245,73.916619,18.69245,74.046619,2022-03-25,20:25:00,20:30:00,,Congestion,Motocicleta,Metropolitano,,110
axfs640206594,16,4.7,25.457116,81.859682,25.527116,81.929682,2022-02-12,20:30:00,20:45:00,,Congestion,,,,135
pnma705926196,7,4.8,21.183434,72.814492,21.193434,72.824492,2022-04-03,11:45:00,11:50:00,Nublado,Alto,Motocicleta,Metropolitano,Juguetes,145
vida864539736,8,4.0,22.745536,75.893106,22.795536,75.943106,2022-03-24,17:40:00,17:55:00,Lluvioso,Medio,Motocicleta,Metropolitano,,155
rxyl019360250,13,4.1,22.75004,75.902847,22.76004,75.912847,2022-03-26,08:45:00,08:50:00,Tormenta,Bajo,Motocicleta,Metropolitano,,27
ovke193103909,17,4.7,0.0,0.0,0.04,0.04,2022-03-24,15:00:00,15:05:00,Lluvioso,Alto,Motocicleta,Metropolitano,,140
ivaq190043191,13,4.6,19.055831,72.833984,19.135831,72.913984,2022-03-08,23:20:00,23:35:00,,Bajo,Motocicleta,Metropolitano,,145
kyqq756130679,16,4.9,22.751857,75.866699,22.831857,75.946699,2022-03-04,17:45:00,17:50:00,Nublado,Medio,Motocicleta,Urbano,Cosméticos,145
vwwf024889331,9,3.0,30.899992,75.831338,31.009992,75.941338,2022-02-14,22:40:00,22:50:00,Soleado,Bajo,Motocicleta,Metropolitano,,165
wrei179061293,13,4.7,13.027018,80.254791,13.137018,80.364791,2022-03-02,21:20:00,21:30:00,Lluvioso,Congestion,Scooter,Metropolitano,,26
numv673336300,10,4.7,27.16185,78.040165,27.30185,78.180165,2022-02-16,22:40:00,22:55:00,Tormenta,Bajo,Motocicleta,Urbano,,85
xlfo973156460,15,4.9,13.049645,80.242268,13.089645,80.282268,2022-03-05,15:50:00,16:00:00,Lluvioso,Medio,Motocicleta,Metropolitano,,100
qbrw268309802,10,4.7,12.284747,76.625861,12.374747,76.715861,2022-04-02,18:40:00,18:45:00,,Medio,Motocicleta,Metropolitano,,235
allw348977901,14,4.5,12.334022,76.618203,12.384022,76.668203,2022-03-07,20:30:00,20:35:00,Nublado,Congestion,Motocicleta,Metropolitano,Deportes,105
beyl238780415,11,4.8,12.970324,77.645748,13.040324,77.715748,2022-03-02,22:50:00,23:00:00,,Bajo,Motocicleta,Metropolitano,,80
fwfo880014106,15,4.7,26.482419,80.320939,26.612419,80.450939,2022-02-14,00:00:00,00:15:00,Nublado,Bajo,Motocicleta,Metropolitano,,110
mraa072283434,16,4.7,12.935662,77.61413,12.995662,77.67413,2022-03-21,23:30:00,23:35:00,Lluvioso,Bajo,Scooter,Metropolitano,,60
yrzm362155171,13,4.6,12.304569,76.643622,12.414569,76.753622,2022-03-23,19:30:00,19:35:00,Nublado,Congestion,Scooter,Metropolitano,,170
wlkj813871081,11,4.6,12.337978,76.616792,12.417978,76.696792,2022-04-02,17:15:00,17:20:00,,Medio,Scooter,Urbano,,22
bxzf622074336,10,4.7,30.890184,75.829615,30.960184,75.899615,2022-02-18,17:35:00,17:50:00,Lluvioso,Medio,Motocicleta,Metropolitano,,195
bcaa986108557,9,4.8,12.939496,77.625999,12.949496,77.635999,2022-04-03,08:30:00,08:40:00,,Bajo,Scooter,Metropolitano,,80
hpks768807207,17,4.6,12.299524,76.64262,12.329524,76.67262,2022-03-28,18:30:00,18:40:00,Nublado,Medio,Motocicleta,Metropolitano,,140
bkkd728166079,10,4.2,12.323994,76.626167,12.403994,76.706167,2022-03-16,21:10:00,21:25:00,Lluvioso,Congestion,,Urbano,,220
ielq460303945,12,5.0,0.0,0.0,0.08,0.08,2022-02-14,23:20:00,23:25:00,,Bajo,Motocicleta,Metropolitano,Ropa,120
ybew558655547,17,4.7,22.310237,73.158921,22.320237,73.168921,2022-03-24,11:50:00,12:05:00,Soleado,Alto,Motocicleta,Metropolitano,,80
biqj730743226,9,4.8,26.913987,75.752891,27.053987,75.892891,2022-04-02,22:20:00,22:35:00,Tormenta,Bajo,Scooter,Metropolitano,Juguetes,100
vdwo670503137,9,4.6,23.371292,85.327872,23.481292,85.437872,2022-03-02,22:30:00,22:45:00,,Bajo,,Metropolitano,Juguetes,125
pyyo734336041,12,4.9,26.88842,75.800689,26.99842,75.910689,2022-03-25,23:00:00,23:10:00,Tormenta,Bajo,Motocicleta,Metropolitano,,70
eevd425850663,12,4.0,22.728163,75.884212,22.768163,75.924212,2022-03-03,12:10:00,12:25:00,Nublado,Alto,,Metropolitano,Ropa,195
mwaz895847440,11,4.9,12.316967,76.603067,12.406967,76.693067,2022-03-25,22:40:00,22:45:00,,Bajo,Scooter,Metropolitano,,110
cgkm868740975,8,4.5,22.751857,75.866699,22.861857,75.976699,2022-03-08,23:20:00,23:35:00,Tormenta,Bajo,Scooter,Metropolitano,,16
troq100232131,13,4.8,13.049645,80.242268,13.179645,80.372268,2022-03-12,20:25:00,20:40:00,Soleado,Congestion,Motocicleta,Urbano,,70
scyy645840493,10,4.6,26.913726,75.75282,27.043726,75.88282,2022-03-14,19:50:00,20:05:00,,Congestion,Motocicleta,Urbano,,47
xxzr152858691,16,5.0,26.90294,75.793007,26.99294,75.883007,2022-03-25,19:15:00,19:25:00,,Congestion,Motocicleta,Metropolitano,,90
fegy864725415,17,4.9,22.744648,75.894377,22.804648,75.954377,2022-03-28,23:35:00,23:40:00,Soleado,Bajo,Motocicleta,Metropolitano,,75
ihqo611279975,17,4.6,0.0,0.0,0.04,0.04,2022-04-03,17:00:00,17:10:00,Lluvioso,Medio,Motocicleta,Metropolitano,,75
ajly639521161,10,4.7,22.751234,75.88949,22.801234,75.93949,2022-03-15,22:45:00,22:50:00,Tormenta,Bajo,Scooter,Urbano,,105
ekfi706034980,9,4.6,19.121999,72.908493,19.131999,72.918493,2022-03-19,10:20:00,10:35:00,Nublado,Bajo,Motocicleta,Metropolitano,,95
bnea199045730,12,4.1,22.311358,73.164798,22.341358,73.194798,2022-03-13,19:45:00,20:00:00,Soleado,Congestion,Motocicleta,Metropolitano,,210
zitt686675728,11,4.7,12.981615,80.231598,13.051615,80.301598,2022-03-02,23:30:00,23:40:00,Soleado,Bajo,,Metropolitano,Libros,80
apny635898696,12,4.2,26.921411,75.793604,27.011411,75.883604,2022-03-08,22:00:00,22:05:00,Soleado,Congestion,Scooter,Urbano,Cosméticos,155
gswx941770537,15,5.0,18.994237,72.825553,19.024237,72.855553,2022-04-01,22:40:00,22:45:00,Nublado,Bajo,Motocicleta,Metropolitano,,120
ftey004625656,17,4.6,19.055831,72.833984,19.085831,72.863984,2022-03-05,18:20:00,18:30:00,Nublado,Medio,Motocicleta,Urbano,,80
sknz389418906,13,4.7,12.939496,77.625999,12.999496,77.685999,2022-03-03,21:30:00,21:35:00,Nublado,Congestion,Motocicleta,Metropolitano,,145
zqfz310740690,13,4.3,22.725835,75.887648,22.765835,75.927648,2022-03-05,12:50:00,13:00:00,Soleado,Alto,Motocicleta,Metropolitano,,250
xurk149660253,9,4.9,12.979096,77.640625,13.059096,77.720625,2022-03-27,22:35:00,22:50:00,Tormenta,Bajo,Motocicleta,Metropolitano,,110
qrwh765252713,14,4.7,26.913987,75.752891,26.923987,75.762891,2022-03-21,11:20:00,11:25:00,Soleado,Alto,Scooter,Metropolitano,Deportes,85
rvfh130406079,9,4.6,18.543626,73.905101,18.633626,73.995101,2022-03-10,19:50:00,20:00:00,Nublado,Congestion,Motocicleta,Metropolitano,Cosméticos,230
mawl247489435,7,3.9,13.005801,80.250744,13.095801,80.340744,2022-03-29,22:55:00,23:00:00,,Bajo,Motocicleta,Metropolitano,Cosméticos,190
cmnd054777386,12,5.0,22.745536,75.893106,22.755536,75.903106,2022-03-17,09:40:00,09:45:00,Soleado,Bajo,Scooter,Metropolitano,,95
tfdo747589794,15,4.7,13.086438,80.220672,13.216439,80.350672,2022-03-23,23:55:00,00:10:00,Nublado,Bajo,Motocicleta,Urbano,,105
jsvy987073537,15,4.9,12.975377,77.696664,13.055377,77.776664,2022-04-04,18:35:00,18:50:00,Lluvioso,Medio,Scooter,Metropolitano,,85
lnxg646982459,13,4.9,10.028047,76.310019,10.048047,76.330019,2022-02-13,09:30:00,09:35:00,,Bajo,Motocicleta,Metropolitano,,115
iskv843494757,13,4.6,13.049645,80.242268,13.179645,80.372268,2022-03-08,18:25:00,18:30:00,Tormenta,Medio,Scooter,Urbano,Deportes,140
iwwx026643925,12,4.9,17.455894,78.375467,17.525894,78.445467,2022-03-27,22:55:00,23:10:00,Lluvioso,Bajo,Scooter,Metropolitano,,105
prto354161925,14,4.7,18.51421,73.838429,18.60421,73.928429,2022-03-27,18:50:00,19:05:00,Lluvioso,Medio,Motocicleta,Metropolitano,Deportes,180
qbou097541113,16,4.5,9.957144,76.296783,10.017144,76.356783,2022-02-17,19:45:00,19:50:00,,Congestion,Motocicleta,Metropolitano,Deportes,130
eeuq537519633,13,4.7,21.186884,72.793616,21.236884,72.843616,2022-03-21,21:30:00,21:45:00,,Congestion,Motocicleta,Metropolitano,Juguetes,145
fniv671742951,13,5.0,11.022169,76.999594,11.132169,77.109594,2022-03-16,17:40:00,17:45:00,Tormenta,Medio,Motocicleta,Metropolitano,,18
vbpt893931186,15,4.8,21.175975,72.795503,21.235975,72.855503,2022-03-13,17:40:00,17:55:00,Soleado,Medio,Motocicleta,Urbano,Cosméticos,80
kehe588162134,11,4.8,18.533811,73.899315,18.613811,73.979315,2022-03-04,23:50:00,00:05:00,Tormenta,Bajo,Scooter,Metropolitano,,100
umcu630553097,11,4.8,22.761593,75.886362,22.791593,75.916362,2022-03-24,19:10:00,19:15:00,,Congestion,Motocicleta,Urbano,,135
hyqx169546837,14,4.6,0.0,0.0,0.11,0.11,2022-02-14,22:40:00,22:55:00,Tormenta,Bajo,Motocicleta,Metropolitano,,17
hrxi753372028,16,4.5,23.232537,77.429845,23.292537,77.489845,2022-02-15,18:45:00,18:50:00,Lluvioso,Medio,Motocicleta,Metropolitano,,100
jret081904808,10,4.6,0.0,0.0,0.11,0.11,2022-03-04,19:20:00,19:25:00,Nublado,Congestion,Scooter,Metropolitano,Ropa,210
odjb580553003,13,4.9,11.003008,76.97544,11.073009,77.04544,2022-03-08,23:35:00,23:45:00,Nublado,Bajo,Motocicleta,Urbano,Cosméticos,145
oviv396304211,12,4.7,22.745536,75.893106,22.825536,75.973106,2022-03-29,20:10:00,20:20:00,,Congestion,Scooter,Metropolitano,Juguetes,115
xtnu154419698,13,4.5,12.913041,77.683237,12.933041,77.703237,2022-03-01,11:15:00,11:25:00,Tormenta,Alto,Motocicleta,Metropolitano,,135
ezma487384385,10,4.9,27.160934,78.044095,27.170934,78.054095,2022-02-11,10:30:00,10:40:00,Soleado,Bajo,Scooter,Urbano,,95
gxus591067478,8,5.0,21.149569,72.772697,21.199569,72.822697,2022-03-26,20:20:00,20:30:00,,Congestion,Scooter,Metropolitano,Libros,165
dzco438503971,11,4.6,11.003008,76.97544,11.023008,76.99544,2022-03-17,11:40:00,11:45:00,,Alto,Motocicleta,Metropolitano,,130
cfle776021593,9,5.0,17.429585,78.392621,17.479585,78.442621,2022-03-09,23:35:00,23:40:00,Soleado,Bajo,Motocicleta,Metropolitano,,85
jiin052113678,13,4.9,27.163303,78.057044,27.243303,78.137044,2022-02-12,21:25:00,21:40:00,,Congestion,Motocicleta,Metropolitano,,130
tjuq847918221,17,4.8,13.022394,80.242439,13.082394,80.302439,2022-03-11,18:35:00,18:45:00,,Medio,Motocicleta,Urbano,Juguetes,65
dzgj027176637,9,4.0,22.760072,75.892574,22.830072,75.962574,2022-03-16,19:55:00,20:10:00,Lluvioso,Congestion,Motocicleta,Metropolitano,,230
lacc253841699,9,4.5,21.173343,72.792731,21.233343,72.852731,2022-03-24,17:35:00,17:40:00,,Medio,Scooter,Metropolitano,,75
pfih382197287,14,4.6,17.431668,78.408321,17.481668,78.458321,2022-03-26,21:55:00,22:10:00,,Congestion,Scooter,Urbano,,115
dvte618842821,16,4.8,17.430448,78.418213,17.490448,78.478213,2022-03-09,19:10:00,19:20:00,,Congestion,Motocicleta,Urbano,,145
ieql506191802,16,4.6,22.311603,73.165012,22.421603,73.275012,2022-03-31,19:10:00,19:15:00,Lluvioso,Congestion,Motocicleta,Urbano,Juguetes,135
osfa855581451,8,4.3,19.003517,72.82765,19.033517,72.85765,2022-03-19,21:30:00,21:40:00,Tormenta,Congestion,Scooter,Metropolitano,Deportes,170
tkgt642603506,10,5.0,11.008638,76.984311,11.078638,77.054311,2022-04-04,18:30:00,18:45:00,Tormenta,Medio,Motocicleta,Urbano,,110
ercb535171903,16,4.7,26.913726,75.75282,26.973726,75.812821,2022-03-11,21:15:00,21:30:00,Lluvioso,Congestion,Scooter,Metropolitano,Ropa,100
rkze291507396,8,4.8,12.970221,77.645396,13.000221,77.675396,2022-03-07,22:45:00,22:55:00,Tormenta,Bajo,Motocicleta,Metropolitano,,110
fvkr956405564,8,3.7,12.935662,77.61413,13.025662,77.70413,2022-03-18,21:00:00,21:10:00,Tormenta,Congestion,Scooter,Metropolitano,,44
vqcs549403899,9,5.0,18.56245,73.916619,18.62245,73.976619,2022-04-05,20:00:00,20:15:00,Nublado,Congestion,Motocicleta,Metropolitano,Juguetes,155
jcej199184142,10,4.6,19.879631,75.323403,19.909631,75.353403,2022-02-17,19:20:00,19:35:00,Soleado,Congestion,Motocicleta,Urbano,,90
gnin851398466,9,4.9,13.086438,80.220672,13.146439,80.280672,2022-04-05,19:50:00,20:05:00,Lluvioso,Congestion,Scooter,Metropolitano,Electrónicos,145
djjd707034769,8,4.9,22.751857,75.866699,22.821857,75.936699,2022-03-06,23:25:00,23:35:00,Soleado,Bajo,,Metropolitano,Cosméticos,95
yskg969276242,17,4.5,26.914142,75.805704,26.934142,75.825704,2022-03-07,11:00:00,11:05:00,Nublado,Bajo,,Metropolitano,Juguetes,90
zeid555219741,9,4.4,22.745536,75.893106,22.785536,75.933106,2022-03-15,14:40:00,14:55:00,Lluvioso,Alto,Motocicleta,Metropolitano,,225
zxbu351870047,10,4.9,12.323978,76.627961,12.413978,76.717961,2022-03-23,19:15:00,19:25:00,Nublado,Congestion,Motocicleta,Metropolitano,,220
cohm075909245,17,5.0,18.554382,73.798206,18.634382,73.878206,2022-03-14,18:50:00,18:55:00,Soleado,Medio,Motocicleta,Metropolitano,,75
vyjp894270881,12,4.8,13.005801,80.250744,13.085801,80.330744,2022-03-27,21:45:00,21:55:00,Nublado,Congestion,Motocicleta,Metropolitano,,215
hhle482773207,11,4.5,22.31279,73.170283,22.32279,73.180283,2022-03-09,09:00:00,09:10:00,,Bajo,Motocicleta,Metropolitano,Electrónicos,95
rudn858611694,8,4.2,26.902908,75.792934,26.942908,75.832934,2022-03-15,13:25:00,13:40:00,,Alto,Motocicleta,Urbano,,165
vmwd132457702,11,3.7,21.15276,72.778059,21.28276,72.908059,2022-03-10,18:20:00,18:25:00,Lluvioso,Medio,Scooter,Urbano,,35
dkts391027195,9,5.0,23.374989,85.335486,23.444989,85.405486,2022-03-14,23:20:00,23:35:00,Nublado,Bajo,Motocicleta,Metropolitano,,215
trgm375153192,9,4.6,30.893384,75.821202,30.973384,75.901202,2022-02-12,20:20:00,20:35:00,Lluvioso,Congestion,Scooter,Metropolitano,Electrónicos,145
ojqr495981104,7,4.2,12.337928,76.617889,12.387928,76.667889,2022-03-13,00:00:00,00:10:00,Lluvioso,Bajo,Motocicleta,Metropolitano,,170
qqzu501769937,10,3.9,18.593481,73.785901,18.703481,73.895901,2022-03-29,00:00:00,00:10:00,Nublado,Bajo,Motocicleta,Metropolitano,,175
zsdk636170915,7,5.0,19.120083,72.907385,19.180083,72.967385,2022-03-15,20:55:00,21:05:00,,Congestion,,Metropolitano,,195
guks758843690,14,4.7,26.49095,80.318656,26.58095,80.408656,2022-02-14,21:10:00,21:25:00,,Congestion,Motocicleta,Urbano,,120
zkxn692517001,13,4.9,23.359407,85.325055,23.409407,85.375055,2022-03-19,18:00:00,18:05:00,,Medio,Motocicleta,Metropolitano,,70
opog653364086,8,5.0,26.902328,75.794257,26.992328,75.884257,2022-03-18,18:20:00,18:35:00,Nublado,Medio,Scooter,Metropolitano,Electrónicos,210
pvqr307153371,8,3.4,22.727021,75.884167,22.837021,75.994167,2022-03-04,23:55:00,00:05:00,Soleado,Bajo,Motocicleta,Metropolitano,,170
fonx481678620,17,5.0,0.0,0.0,0.06,0.06,2022-02-17,21:45:00,21:55:00,Lluvioso,Congestion,,Metropolitano,Electrónicos,60
hlzx570195384,15,4.8,23.234631,77.401663,23.244631,77.411663,2022-02-11,09:35:00,09:50:00,,Bajo,Motocicleta,Urbano,Cosméticos,55
joui718345822,16,4.9,22.761226,75.887522,22.831226,75.957521,2022-03-10,21:30:00,21:35:00,,Congestion,Scooter,Metropolitano,Ropa,210
gswu967292111,11,4.9,26.956431,75.776649,27.066431,75.886649,2022-03-12,20:45:00,20:50:00,Soleado,Congestion,Scooter,Metropolitano,Juguetes,95
ambj529289727,17,5.0,17.440827,78.393391,17.470827,78.423391,2022-03-11,17:25:00,17:30:00,Soleado,Medio,,Metropolitano,Deportes,75
dxve122509662,7,4.8,12.935662,77.61413,12.975662,77.65413,2022-03-17,14:25:00,14:35:00,Soleado,Alto,Motocicleta,Urbano,Ropa,90
hush343800195,16,4.5,17.450851,78.379347,17.530851,78.459347,2022-03-10,20:40:00,20:50:00,Tormenta,Congestion,Scooter,,,105
hiiz116723250,13,4.9,0.0,0.0,0.08,0.08,2022-02-14,17:15:00,17:30:00,Tormenta,Medio,Scooter,Metropolitano,Ropa,90
upzd711064689,9,4.7,13.005801,80.250744,13.085801,80.330744,2022-03-29,17:55:00,18:05:00,Soleado,Medio,Scooter,Metropolitano,Deportes,135
lzci298390754,15,4.7,11.025083,77.015393,11.095083,77.085393,2022-03-10,22:35:00,22:50:00,Tormenta,Bajo,Scooter,Metropolitano,Ropa,95
akkq452185728,9,4.0,17.422819,78.449578,17.482819,78.509578,2022-03-09,21:50:00,21:55:00,Tormenta,Congestion,Motocicleta,Metropolitano,,160
utkt786396843,10,4.1,11.003008,76.97544,11.093008,77.06544,2022-03-10,19:45:00,19:50:00,Lluvioso,Congestion,Motocicleta,Metropolitano,Juguetes,270
teho321390281,14,4.6,19.103249,72.846749,19.163249,72.906749,2022-04-05,21:45:00,21:50:00,Soleado,Congestion,Scooter,Urbano,Juguetes,70
bhoh213052480,8,4.5,26.956431,75.776649,27.006431,75.826649,2022-03-11,19:55:00,20:05:00,,Congestion,Scooter,Urbano,Libros,140
bmar468131070,9,4.2,26.905287,75.794592,26.975287,75.864592,2022-03-29,23:30:00,23:45:00,Nublado,Bajo,Scooter,Metropolitano,Libros,195
gmce317814871,12,4.9,17.410371,78.437225,17.540371,78.567225,2022-03-12,19:20:00,19:30:00,Nublado,Congestion,Motocicleta,Metropolitano,,190
twtd178220128,15,4.6,0.0,0.0,0.13,0.13,2022-02-14,18:20:00,18:30:00,,Medio,Motocicleta,Urbano,,25
ztck157490972,13,4.8,26.846156,75.8023,26.986156,75.9423,2022-03-06,22:20:00,22:35:00,Tormenta,Bajo,Motocicleta,,,95
uotc257041023,8,4.8,11.024839,77.007003,11.114839,77.097003,2022-03-16,19:10:00,19:20:00,,Congestion,Scooter,Metropolitano,,175
nyio345250321,10,4.8,11.016298,76.972076,11.066298,77.022076,2022-03-15,00:00:00,00:15:00,Lluvioso,Bajo,Scooter,Metropolitano,,145
kjdg904846181,11,4.9,22.725748,75.898497,22.805747,75.978497,2022-03-04,20:10:00,20:15:00,Soleado,Congestion,Motocicleta,Metropolitano,Cosméticos,130
jwmw506916573,12,4.7,19.22384,72.841347,19.31384,72.931347,2022-03-12,21:25:00,21:40:00,Soleado,Congestion,Scooter,Metropolitano,Juguetes,125
tmxe091135652,13,4.2,11.003669,76.976494,11.023669,76.996494,2022-03-05,09:15:00,09:20:00,,Bajo,Motocicleta,Urbano,,85
xyqr790093216,14,4.8,21.17106,72.789292,21.18106,72.799292,2022-03-17,09:45:00,09:55:00,Lluvioso,Bajo,Scooter,Metropolitano,,55
xkhv636672413,16,4.6,0.0,0.0,0.13,0.13,2022-02-14,17:30:00,17:45:00,Tormenta,Medio,Scooter,Metropolitano,,75
gmur137103031,16,4.1,13.045479,80.23311,13.155479,80.34311,2022-03-29,18:10:00,18:25:00,Nublado,Medio,Motocicleta,Metropolitano,,160
yuvs157845867,10,3.8,26.913483,75.803139,27.023483,75.913139,2022-03-04,17:40:00,17:45:00,Tormenta,Medio,Motocicleta,Metropolitano,,190
pzoi139974593,10,4.6,18.539299,73.897902,18.669299,74.027902,2022-03-12,23:15:00,23:30:00,,Bajo,Motocicleta,Metropolitano,Ropa,190
gttm202153210,10,5.0,23.359194,85.325447,23.489194,85.455447,2022-03-27,22:10:00,22:25:00,Tormenta,Bajo,Motocicleta,Metropolitano,,135
wmbe018282927,12,4.7,0.0,0.0,0.04,0.04,2022-02-13,16:50:00,16:55:00,Nublado,Medio,Motocicleta,,,135
wphm777896299,10,4.7,15.157944,73.950889,15.227944,74.020889,2022-02-14,21:20:00,21:25:00,Soleado,Congestion,Motocicleta,Metropolitano,Juguetes,100
joiy741466726,9,4.1,26.910262,75.783013,27.020262,75.893013,2022-03-10,19:15:00,19:20:00,Nublado,Congestion,Scooter,Urbano,Cosméticos,180
wgmm894307807,10,4.3,26.913987,75.752891,26.953987,75.792891,2022-03-07,12:10:00,12:20:00,Nublado,Alto,Motocicleta,Metropolitano,,165
xxou039906386,12,4.7,22.569358,88.433452,22.629358,88.493452,2022-02-17,23:30:00,23:35:00,,Bajo,Scooter,Metropolitano,Juguetes,90
ehyf560419084,16,4.9,26.914142,75.805704,26.974142,75.865704,2022-03-30,22:50:00,23:05:00,Soleado,Bajo,Motocicleta,Metropolitano,Libros,115
htkc823443859,10,4.8,26.921411,75.793604,26.991411,75.863604,2022-03-14,21:45:00,21:50:00,,Congestion,Motocicleta,Urbano,Deportes,225
vykb100691453,12,4.5,13.022394,80.242439,13.082394,80.302439,2022-03-03,22:55:00,23:05:00,,Bajo,,Metropolitano,,65
